id,question,source,choice1,choice2,choice3,choice4,answer
390,（藤原良房ハ）和歌も【あそばし】けるにこそ。古今にも、あまた侍るめるは。,（大鏡）,1:お詠みになった,2:学ばれた,3:贈られた,4:お聞かせになった,1
391,御硯召し寄せて、みづから御返事【あそばさ】れけり。,（平家物語）,1:差し上げた,2:なさった,3:楽しまれた,4:読まれた,2
392,昔、二条の后に【仕うまつる】男ありけり。,（伊勢物語）,1:召し抱えられる,2:参上する,3:寵愛される,4:お仕え申し上げる,4
393,このはたおりをば聞くや。一首【つかうまつれ】。,（古今著聞集）,1:詠んでください,2:詠み申し上げよ,3:詠んでくれ,4:詠みなさい,2
394,はや、この皇子にあひ【つかうまつり】給へ。,（竹取物語）,1:結婚してあげなさい,2:結婚し申し上げなさい,3:結婚していただきなさい,4:結婚してお仕えしなさい,2
395,親王、【大殿ごもら】で明かしたまうてけり。,（伊勢物語）,1:お話にならないで,2:召し上がらないで,3:お出かけにならないで,4:おやすみにならないで,4
396,御心あきらかに、よく人を【しろしめせ】り。,（大鏡）,1:おとがめになった,2:お召しになった,3:お尋ねになった,4:ご存じであった,4
397,天皇の、天の下【しろしめす】こと、四つの時、九返りになむなりぬる。,（古今和歌集・仮名序）,1:支え申し上げる,2:お治めになる,3:お支えになる,4:治め申し上げる,2
398,おほやけも【行幸】せしめ給ふ。,（大鏡）,1:表敬,2:参上,3:お治め,4:お出かけ,4
399,中宮は御車にたてまつて【行啓】あり。,（平家物語）,1:お出かけ,2:お入り,3:お参り,4:お帰り,1
400,法皇夜を籠めて大原の奥へぞ【御幸】なる。,（平家物語）,1:退出,2:お出かけ,3:お隠れ,4:お参り,2
401,かぐや姫をえ戦ひ止めずなりぬること、こまごまと【奏す】。,（竹取物語）,1:（宮中に）申し上げる,2:（春宮に）申し上げる,3:（天皇・上皇に）申し上げる,4:（皇后に）申し上げる,3
402,よきに【奏し】給へ、【啓し】給へ。,（枕草子）,1:（大臣にも）申し上げ,2:（法皇にも）申し上げ,3:（宮中にも）申し上げ,4:（皇后にも）申し上げ,4
403,昔、男、初冠して、平城の京、春日の里に、【しるよし】して、狩りに往にけり。,（伊勢物語）,1:詳しくなっている,2:土地を領有する,3:土地を借りている,4:親族が住む,2
404,ある暮れ方に都を出でて、嵯峨の方へぞ【あくがれ】行く。,（平家物語）,1:急いで,2:向かって,3:さまよい出て,4:あこがれて,3
405,もの思ふ人の魂はげに【あくがるる】ものになむありける。,（源氏物語）,1:苦しむ,2:目に見える,3:存在する,4:宙にさまよう,4
406,月の明きはしも、過ぎにし方、行末まで思ひ残さるることなく、心も【あくがれ】、めでたくあはれなること、たぐひなくおぼゆ。,（枕草子）,1:清らかになり,2:うわの空になり,3:騒々しくなり,4:むなしくなり,2
407,そのころ、宋朝よりすぐれたる名医わたつて、本朝に【やすらふ】ことあり。,（平家物語）,1:伝える,2:届ける,3:とどまる,4:逃れる,3
408,院宣宣旨のなりたるに、しばしも【やすらふ】べからず。,（平家物語）,1:ためらう,2:離れる,3:休む,4:考える,1
409,何事をか【うちいづる】言の葉にせん。,（徒然草）,1:思い出して言う,2:初めて言う,3:口に出して言う,4:納得して言う,3
410,御様を【やつし】、いやしき下のまねをして、日吉社に御参籠あつて、七日七夜が間、祈り申させ給ひけり。,（平家物語）,1:地味な格好にし,2:みすぼらしい感じにし,3:疲れた感じにし,4:派手な格好にし,1
411,遣水心細く、音細く【おとなひ】たり。,（十訓抄）,1:送られている,2:響き合っている,3:過ぎ去っている,4:音を立てている,4
412,むすめ多かりと聞きて、なま君達めく人々も【おとなひ】言ふ、いとあまたありけり。,（源氏物語）,1:注目し,2:手紙を出し,3:使いを出し,4:誘惑し,2
413,やんごとなき女房の、【うちそばみて】ゐ給へるを見給へば、わが思ふ人なり。,（住吉物語）,1:目を閉じて,2:横を向いて,3:目配せをして,4:下を向いて,2
414,その（＝弘徽殿の）御方に、うちふしといふ者の娘、左京といひて候ひけるを、源中将【かたらひ】てなむと、人々笑ふ。,（枕草子）,1:世間話をして,2:音楽を奏でて,3:手紙を交換して,4:交際して,4
415,【すみ】ける男、夜深く来ては、まだ暁に帰りなどす。,（平中物語）,1:愛していた,2:通っていた,3:信じていた,4:交際していた,2
416,十一月、十二月の降り凍り、六月の照りはたたくにも、【さはらず】来たり。,（竹取物語）,1:気にかけず,2:妨げられず,3:時を経ず,4:遠慮せず,2
417,すさまじきもの。…方違へに行きたるに、【あるじ】せぬ所。,（枕草子）,1:客を休ませない,2:客にごちそうしない,3:客を迎えに来ない,4:客にお礼をしない,2
418,侮らはしげにもてなす（連中）は、【めざましう】て、なげのいらへをだにせさせ給はず。,（源氏物語）,1:話しかける,2:招待する,3:からかう,4:振る舞う,4
419,なほきこえ給へ。わざと懸想だちても【もてなさ】じ。,（源氏物語）,1:見え,2:勘違いし,3:取り扱う,4:思う,3
420,鎌倉の海に鰹といふ魚は、かの境には双なきものにて、このごろ【もてなす】ものなり。,（徒然草）,1:珍しい,2:評判になる,3:取り扱う,4:もてはやす,4
421,よき人は、ひとへに好けるさまにも見えず、【興ずる】さまもなほざりなり。,（徒然草）,1:おもしろがる,2:ふざける,3:訴える,4:感心する,1
422,あこぎ、おとなになりね。いと心【およすげ】ためり。,（落窪物語）,1:満足し,2:傷つい,3:成長し,4:広くなっ,3
423,「何とまれ、言へかし」とのたまふを、人々も【およすげ】て見奉る。,（増鏡）,1:嘆いて,2:ふざけて,3:大人びて,4:指図して,3
424,いづれの御時にか、女御、更衣あまたさぶらひ給ひける中に、いとやむごとなき際にはあらぬが、すぐれて【時めき】給ふありけり。,（源氏物語）,1:接待を受け,2:保護を受け,3:寵愛を受け,4:指図を受け,3
425,道も【さりあへず】立つ折もあるぞかし。,（大鏡）,1:探し,2:通り,3:避け,4:踏み,3
426,かの左衛門督はえなられじ。また、そこに【さら】れば、こと人こそはなるべかなれ。,（大鏡）,1:許し,2:決め,3:断り,4:去り,3
427,知らぬわざしてまろも【困じ】にたり。そこも眠たげに思ほしためり。,（落窪物語）,1:損し,2:遅れ,3:疲れ,4:窮し,3
428,何とにかあらむ、【かきくらし】て涙こぼるる。,（蜻蛉日記）,1:悲しみが心を暗くして,2:心が傷ついてしまって,3:頭が真っ白になって,4:感動で心が満たされて,1
429,乞食、路のほとりに多く、【憂へ】悲しむ声耳に満てり。,（方丈記）,1:心を痛め,2:叫び,3:世をはかなみ,4:訴え,4
430,舟の中にや老いをば【かこつ】らむ。,（紫式部日記）,1:冗談を言って,2:不平を言っ,3:余裕を持っ,4:自信を持っ,2
431,折ふし【いたはる】こと候ひて下り候はず。,（平家物語）,1:世話になる,2:病気になる,3:供養する,4:気にかかる,2
432,心ことに設けの物など【いたはり】てしたまへ。,（宇津保物語）,1:購入して,2:骨を折って,3:心配して,4:作って,2
433,常の使ひよりは、この人よく【いたはれ】。,（伊勢物語）,1:世話しなさい,2:送り出しなさい,3:信じなさい,4:お迎えしなさい,1
434,なやましう侍りつれば、しばし【ためらひ】て。,（落窪物語）,1:静養して,2:躊躇して,3:外に出て,4:立ち止まって,1
435,やや【ためらひ】て仰せ言伝へきこゆ。,（源氏物語）,1:躊躇して,2:考えて,3:気を静めて,4:気をしっかり持って,3
436,日ごろ月ごろしるきことありてなやみわたるが、【おこたり】ぬるもうれし。,（枕草子）,1:外に出られた,2:病気がよくなった,3:勘違いだった,4:ゆっくりできた,2
437,身にやむごとなく思ふ人のなやむを聞きて、いかにいかにとおぼつかなきことを嘆くに、【おこたり】たる由、消息聞くもいとうれし。,（枕草子）,1:病気で苦しむ,2:思い悩む,3:我慢する,4:死に近づく,1
438,人に【おくれ】て、四十九日の仏事に、ある聖を請じ侍りしに、説法いみじくして、皆人涙を流しけり。,（徒然草）,1:ならって,2:依頼して,3:言われて,4:先立たれて,4
439,果ての日は、いと情けなう、互ひに言ふこともなく、我かしこげに物ひき【したため】、ちりぢりに行き別れぬ。,（徒然草）,1:書き記し,2:手に持ち,3:準備し,4:処理し,4
440,これを思ふに、女なりともなほ寝所などは【したため】てあるべきなり。,（今昔物語集）,1:処理して,2:隠して,3:警戒して,4:用意して,4
441,いづ方にも、若き者ども酔ひすぎたち騒ぎたるほどのことは、え【したため】あへず。,（源氏物語）,1:取り締まる,2:我慢する,3:報告する,4:見届ける,1
442,御かたちいと【清げに】、あまりあたらしきさまして、物より抜け出でたるやうにぞおはせし。,（大鏡）,1:初々しい,2:新鮮な,3:すてきな,4:もったいない,4
443,かくやうのこと（＝政界の裏話）は、人中にて、下の申すにいと【かたじけなし】。,（大鏡）,1:はしたない,2:どうしようもない,3:申し訳ない,4:おそれ多い,4
444,【かたじけなく】も御硯召し寄せて、みづから御返事あそばされけり。,（平家物語）,1:ありがたく,2:うれしく,3:当然に,4:意外に,1
445,老い衰へて世に出で交じらひしは、【をこがましく】見えしかば、われはかくて閉ぢこもりぬべきぞ。,（更級日記）,1:愚かしく,2:おそれ多く,3:むなしく,4:気むずかしく,1
446,後の世のこと心に忘れず、仏の道うとからぬ、【こころにくし】。,（徒然草）,1:心が穏やかだ,2:憎らしい,3:奥ゆかしい,4:好きになれない,3
447,下衆の家の女主。痴れたる者。それしも【さかしう】て、まことにさかしき人を教へなどすかし。,（枕草子）,1:風流な,2:高貴な,3:かしこい,4:すばらしい,3
448,こと人々の（歌）もありけれど、【さかしき】（歌）もなかるべし。,（土佐日記）,1:こざかしい,2:当世風の,3:気が利いている,4:賢明な,3
449,雷の鳴り閃く様さらに言はむ方なくて、落ちかかりぬとおぼゆるに、ある限り【さかしき】人なし。,（源氏物語）,1:風流な,2:気がしっかりしている,3:こざかしい,4:賢明な,2
450,なほしるべせよ。我は【すきずきしき】心などなき人ぞ。,（源氏物語）,1:好色めいた,2:風流めいた,3:興ざめな,4:不純な,1
451,【すきずきしき】方のみにあらず、土御門の御日記とて、世の中の鏡となむ承る。,（今鏡）,1:高尚な,2:通好みな,3:物好きな,4:風流な,4
452,小少将の君は、【そこはかとなく】あてになまめかしう、二月ばかりのしだり柳のさましたり。,（紫式部日記）,1:色っぽくて,2:気だてがよくて,3:繊細で,4:優美で,4
453,なかなか長きよりもこよなう【いまめかしき】ものかな。,（源氏物語）,1:風流な,2:現代風な,3:華やかな,4:大人びた,2
454,祭のころは、なべて【いまめかしう】見ゆるにやあらむ。,（堤中納言物語）,1:楽しく,2:華やかに,3:いまいましく,4:今風に,2
455,女のなつかしきさまにて【しどけなう】弾きたるこそをかしけれ。,（源氏物語）,1:ゆったりと,2:一心に,3:器用に,4:無造作に,4
456,世もいまだ静まり候はね ば、【しどけなき】事もぞ候ふとて、御迎へに参つて候ふ。,（平家物語）,1:どうしようもない,2:おかしな,3:つまらない,4:乱れた,4
457,冬はつとめて。…いと寒きに、火などいそぎおこして、炭もてわたるもいと【つきづきし】。,（枕草子）,1:目新しい,2:わずらわしい,3:すがすがしい,4:似つかわしい,4
458,よろしき男を、下衆女などのほめて、「いみじう【なつかしう】おはします」など言へば、やがて思ひおとされぬべし。,（枕草子）,1:みずみずしく,2:頼もしく,3:好ましく,4:ふさわしく,3
459,命長ければ恥多し。長くとも四十に足らぬほどにて死なむこそ、【めやすかる】べけれ。,（徒然草）,1:いさぎよい,2:目安となる,3:見苦しくない,4:ふさわしい,3
460,今ぞ【心やすく】黄泉路もまかるべき。,（大鏡）,1:薄情に,2:安心して,3:簡単に,4:すっきりして,2
461,この位去りて、ただ【心やすく】てあらむ。,（大鏡）,1:平静な,2:気心しれた,3:安心した,4:気楽な,4
462,乳母替へてむ。いと【うしろめたし】。,（枕草子）,1:不吉だ,2:心配だ,3:無愛想だ,4:窮屈だ,2
463,風の便りの言伝ても絶えて久しくなりければ、何となりぬることやらむと、【心苦しう】ぞ思はれける。,（平家物語）,1:すまなく,2:つらく,3:大げさに,4:残念に,2
464,君は、思し怠る時の間もなく、【心苦しく】も恋しくも思し出づ。,（源氏物語）,1:さびしく,2:おそれ多く,3:気の毒に,4:はかなく,3
465,上達部・上人などもあいなく目をそばめつつ、いと【まばゆき】人の御おぼえなり。,（源氏物語）,1:見ていられない,2:信じられない,3:言葉にできない,4:近づけない,1
466,はかなき御いらへも心やすく聞こえむも【まばゆし】かし。,（源氏物語）,1:つらい,2:恥ずかしい,3:かなわない,4:はかない,2
467,【はづかしき】人の、歌の本末問ひたるに、ふとおぼえたる、我ながらうれし。,（枕草子）,1:神聖な,2:気の毒な,3:立派な,4:高貴な,3
468,【つたなく】弾きて、弾きおほせざれば、腹立ちて鳴らぬなり。,（今昔物語集）,1:下品に,2:普通に,3:不真面目に,4:下手に,4
469,愚かに【つたなき】人も、家に生まれ、時にあへば、高き位にのぼり、奢りを極むるもあり。,（徒然草）,1:見苦しい,2:なにもない,3:下品な,4:劣っている,4
470,屏風・障子などの、絵も文字もかたくななる筆様して書きたるが、見にくきよりも、宿の主の【つたなく】おぼゆるなり。,（徒然草）,1:不運に,2:心配に,3:下品に,4:残念に,3
471,ただこれ天にして、汝が性の【つたなき】を泣け。,（野ざらし紀行）,1:不自然な,2:異様な,3:数奇な,4:不運な,4
472,鶴は、いと【こちたき】さまなれど、鳴く声、雲居まで聞こゆる、いとめでたし。,（枕草子）,1:苦々しい,2:仰々しい,3:神々しい,4:珍しい,2
473,古くよりこの地を占めたるものならば、【さうなく】掘り捨てられ難し。,（徒然草）,1:慎重に,2:無造作に,3:今すぐに,4:大げさに,2
474,（紫ノ上ハ人形ヲ）【ところせき】まで遊びひろげ給へり。,（源氏物語）,1:びっくりする,2:異常な,3:笑ってしまう,4:いっぱいな,4
475,【ところせき】身こそわびしけれ。軽らかなるほどの殿上人などにてしばしあらばや。,（源氏物語）,1:不都合な,2:つまらない,3:高すぎる,4:窮屈な,4
476,ただ近き所なれば、車は【ところせし】。,（堤中納言物語）,1:おおげさだ,2:不便だ,3:見苦しい,4:照れくさい,1
477,立ち聞き、かいまむ人のけはひして、いといみじくもの【つつまし】。,（更級日記）,1:質素になる,2:気がひける,3:慎重になる,4:耐えがたい,2
478,何をか奉らむ。まめまめしきものは【まさなかり】なむ。ゆかしくし給ふなるものを奉らむ。,（更級日記）,1:よくない,2:しっくりこない,3:必要ない,4:見つからない,1
479,いかに瀬尾殿、【まさなう】も敵に後ろをば見するものかな。,（平家物語）,1:大げさに,2:憎らしく,3:見苦しく,4:思い切りよく,3
480,殿上人、地下なるも、陣に立ち添ひて見るも、いと【ねたし】。,（枕草子）,1:気になる,2:しゃくにさわる,3:悲しくなる,4:見苦しい,2
481,紅葉も【まだし】。花もみな失せにたり。枯れたる薄ばかりぞ見えつる。,（蜻蛉日記）,1:まだ時期が早い,2:待ち遠しい,3:ふさわしい,4:まだある,1
482,供なる男どもも、いみじう笑ひつつ、「ここ【まだし】、ここまだし」と差しあへり。,（枕草子）,1:ちょうどよい,2:まだまし,3:おかしい,4:不十分だ,4
483,思ほえず、ふるさとにいと【はしたなくて】ありければ、心地惑ひにけり。,（伊勢物語）,1:もの寂しい,2:しっくりした,3:不釣り合いな,4:頼りない,3
484,え【はしたなう】もさし放ちきこえず。,（源氏物語）,1:殊勝に,2:冷淡に,3:簡単に,4:無愛想に,4
485,ある夜、野分【はしたなう】吹いて、紅葉みな吹き散らし、落葉すこぶる狼藉なり。,（平家物語）,1:はげしく,2:すばらしく,3:しつこく,4:めずらしく,1
486,【はしたなき】もの。こと人を呼ぶに、われぞとさし出でたる。,（枕草子）,1:しかたがない,2:耐えがたい,3:気がかりな,4:きまりが悪い,4
487,人の上いふを腹立つ人こそ、いと【わりなけ】れ。,（枕草子）,1:はしたない,2:どうしようもない,3:ばかばかしい,4:道理に合わない,4
488,苦しげなるもの。…【わりなく】もの疑ひする男に、いみじう思はれたる女。,（枕草子）,1:冷淡に,2:不十分に,3:並々ではなく,4:わけもなく,3
489,女君は、【わりなう】苦しと思ひ臥したまへり。,（落窪物語）,1:理由もなく,2:耐えがたく,3:なぜか,4:本当に,2
490,いみじう酔ひて、【わりなく】夜更けて泊まりたりとも、さらに湯漬けをだに食はせじ。,（枕草子）,1:みっともなく,2:じっれたく,3:あっけなく,4:しかたなく,4
491,今日は【ずちなし】。右の大臣に任せ申す。,（大鏡）,1:問題ない,2:おもしろくない,3:どうしようもない,4:何もない,3
492,伊成進み寄りて、弘光が手を取りて前ざまへ強く引きたるに、うつ伏しに転びぬ。【あへなき】ことかぎりなし。,（古今著聞集）,1:情けない,2:もの足りない,3:弱々しい,4:あっけない,4
493,花は盛りに月は【くまなき】をのみ見るものかは。,（徒然草）,1:完全な,2:欠ける所のない,3:見事な,4:暗い所のない,4
494,いと【くまなき】御心のさがにて、推し量り給ふにやはべらむ。,（源氏物語）,1:せっかちな,2:しつこい,3:不純な心がない,4:行き届かないところがない,4
495,初めより我はと思ひ上がり給へる御方々、【めざましき】ものにおとしめそねみ給ふ。,（源氏物語）,1:目立ちたがりな,2:気にくわない,3:身の程知らずな,4:受け入れられない,2
496,【心づきなき】ことあらん折は、なかなかその由をも言ひてん。,（徒然草）,1:気にいらない,2:気になる,3:好意を感じる,4:めったにない,1
497,ほかにて酒などまゐり、酔ひて、夜いたく更けて、【ゆくりもなく】ものし給へり。,（大和物語）,1:わけもなく,2:おおげさに,3:偶然,4:突然,4
498,中宮も御物の怪に悩ませ給ひて、常は【あつしう】おはしますを、院もいとど晴れ間なく思し嘆く。,（増鏡）,1:気味が悪く,2:熱が高く,3:悩みが多く,4:病状が重く,4
499,【あながちなる】御言かな。この中にはにほへる鼻もなかめり。,（源氏物語）,1:無理やりな,2:意外な,3:いい加減な,4:失礼な,1
500,【あながちに】丈高き心地ぞする。,（源氏物語）,1:本格的に,2:妙に,3:確かに,4:むやみに,4
501,受領などの家にも、物の下部などの来て、【なめげに】言ひ、さりとて我をばいかがせん、など思ひたる、いとねたげなり。,（枕草子）,1:強引に,2:唐突に,3:無礼に,4:素直に,3
502,男にさへおはしましける喜び、いかがは【なのめなら】む。,（紫式部日記）,1:どうして小さいであろうか,2:どうして伝えないでいられようか,3:どうして並一通りであろうか,4:どうして言葉にできようか,3
503,文言葉【なめき】人こそ、いとにくけれ。世をなのめに書き流したる言葉のにくきこそ。,（枕草子）,1:気楽に,2:いい加減に,3:不誠実に,4:自分勝手に,2
504,【おぼろけに】いそぐことなきは、必ず参り給ふ。,（枕草子）,1:不都合で,2:本気で,3:気が楽で,4:並一通りで,4
505,【おぼろけの】よすがならで、人の言にうちなびき、この山里をあくがれ給ふな。,（源氏物語）,1:どうでもよい,2:きちんとした,3:並々ではない,4:はっきりしない,3
506,逢はじとしけれど、男は【あやにくに】心ざし深くなりゆく。,（古本説話集）,1:まじめに,2:しだいに,3:ひどく,4:逆に,3
507,ことなる顔かたちなき人は、物【まめやかに】習ひたるぞよき。,（落窪物語）,1:格別に,2:上品に,3:まじめに,4:詳細に,3
508,をかしきやうにも【まめやかなる】さまにも心寄せ仕うまつり給ふこと、三年ばかりになりぬ。,（源氏物語）,1:仕事の,2:恋愛の,3:実生活向きの,4:趣味の,3
509,【まめやかに】降れば、笠もなき男ども、ただ引きに引き入れつ。,（枕草子）,1:一時的,2:断続的に,3:日常的に,4:本格的に,4
510,嘆き【切なる】ときも、声をあげて泣くことなし。,（方丈記）,1:面倒な,2:突然な,3:切実な,4:理不尽な,3
511,大納言、宰相もろともに、忍びてものし給へ。【せちなる】こと聞こえむ。,（宇津保物語）,1:秘密の,2:興味深い,3:急ぎの,4:大切な,4
512,【せちに】「来」とあらば、行かむ。,（更級日記）,1:急いで,2:ひたすら,3:どうしても,4:だれでも,2
513,この大将の君（＝源氏）の、今はと【よそ】になり給はむなむ、飽かずいみじく思ひたまへらるる。,（源氏物語）,1:関係に,2:疎遠に,3:険悪に,4:無縁に,4
514,【うちつけなる】御夢語りにぞはべるなる。,（源氏物語）,1:厳然とした,2:衝撃的な,3:突然の,4:力強い,3
515,いと【うちつけなる】心かな。,（源氏物語）,1:実直な,2:風流な,3:冷淡な,4:軽率な,4
516,うれしきもの。…【とみに】て求むる物、見出でたる。,（枕草子）,1:あるときに,2:どうしても,3:急に,4:なぜか,3
517,御前の方にいみじくののしる。内侍起こせど、【とみにも】起きず。,（紫式部日記）,1:すぐに,2:普通に,3:ただで,4:ここで,1
518,むすめを思ひかけて、【みそかに】通ひありきけり。,（堤中納言物語）,1:頻繁に,2:熱心に,3:深夜に,4:ひそかに,4
519,天屋の何某といふ者、破籠・小竹筒など【こまやかに】したためさせ、僕あまた舟に取り乗せて、追風時の間に吹き着きぬ。,（奥の細道）,1:個々に,2:前もって,3:すぐに,4:心を込めて,4
520,物の心知らせ給へる宮たちは、御衣の色などもいと【こまやかなる】もあはれなり。,（栄花物語）,1:色が濃い,2:色あせている,3:整っている,4:地味な,1
521,【こまやかに】をかしとはなけれど、なまめきたるさましてあて人と見えたり。,（源氏物語）,1:心から,2:繊細で美しく,3:愛らしく,4:色白で,2
522,灯台に向かひて寝たる顔どもも【らうたげなり】。,（枕草子）,1:色つやがよい,2:かわいらしい,3:すがすがしい,4:なまめかしい,2
523,あら思はずや。東にもこれほど【優なる】人のありけるよ。,（平家物語）,1:優秀な,2:心優しい,3:可憐な,4:優美な,4
524,【内裏】に御遊び始まるを、ただいま参らせ給へ。,（堤中納言物語）,1:境内,2:屋内,3:離宮,4:宮中,4
525,【内裏】にも聞こし召し嘆くこと限りなし。,（源氏物語）,1:神,2:大臣,3:奥方,4:天皇,4
526,【うへ】、殿上に出でさせ給ひて、御あそびありけり。,（紫式部日記）,1:御子,2:身分の高い人,3:主人,4:天皇,4
527,【うへ】は、宮の失せたまひけるをり、さま変へたまひにけり。,（堤中納言物語）,1:奥様,2:天皇,3:高貴な方,4:皇后,1
528,【うへ】より下るる途に、弁の宰相の君の戸口をさしのぞきたれば、昼寝したまへるほどなりけり。,（紫式部日記）,1:私室,2:主君のもと,3:御座所,4:実家,3
529,【御方】しも、受領の妻にて品定まりておはしまさむよ。,（源氏物語）,1:身分,2:運命,3:品位,4:夫,1
530,帝よりはじめ奉りて、大臣公卿みな悉く移ろひ給ひぬ。世に仕ふるほどの人、たれか一人【ふるさと】に残りおらむ。,（方丈記）,1:自邸,2:故郷,3:古都,4:宮中,3
531,人はいさ心も知らず【ふるさと】は花ぞ昔の香ににほひける,（古今和歌集）,1:田舎,2:故郷,3:領有している土地,4:なじみのある土地,4
532,この【ふるさと】の女の前にてだに、つつみはべるものを、さる所（＝宮中）にて才さかし出ではべらむよ。,（紫式部日記）,1:旧領,2:山里,3:実家,4:故郷,3
533,そのほど（＝私ノ妊娠中）の【心ばへ】はしも、ねんごろなるやうなりけり。,（蜻蛉日記）,1:手紙,2:心遣い,3:振る舞い,4:贈り物,2
534,あまたあらむ中にも、【こころばへ】見てぞ率てありかまほしき。,（枕草子）,1:性格,2:本心,3:心遣い,4:容貌,1
535,岩に生ひたる松の根ざしも【心ばへ】あるさまなり。,（源氏物語）,1:華やかさ,2:特徴,3:趣,4:勢い,3
536,半蔀は下ろしてけり。【ひまひま】より見ゆる灯の光、蛍よりけにほのかにあはれなり。,（源氏物語）,1:ふだん,2:すき間すき間,3:遠い所,4:暗闇,2
537,雪すこし【隙】あり。,（源氏物語）,1:風情,2:絶え間,3:明るさ,4:すき間,2
538,御文奉らむ。よき【ひま】なり。,（落窪物語）,1:条件,2:内容,3:状況,4:機会,4
539,鶴の大臣殿は、童名たづ君なり。鶴を飼ひ給ひける故にと申すは、【僻事】なり。,（徒然草）,1:本当,2:失礼,3:うわさ,4:間違い,4
540,よろづの【とが】あらじと思はば、何事にもまことありて、人を分かず、うやうやしく、言葉少なからんにはしかじ。,（徒然草）,1:敵,2:欠点,3:原因,4:争い,2
541,世治まらずして、凍餒（＝寒さと飢え）の苦しみあらば、【とが】の者絶ゆべからず。,（徒然草）,1:盗み,2:失態,3:戒律,4:罪,4
542,世に語り伝ふること、まことはあいなきにや、多くはみな【そらごと】なり。,（徒然草）,1:嘘,2:無駄,3:事実,4:うわさ,1
543,こはいかに。御【消息】奉りつるは、御覧ぜざりつるか。,（大鏡）,1:届け物,2:手紙,3:礼,4:詫び,2
544,門さしつ。死ぬるなりけり。【消息】いひ入るれど、なにのかひなし。,（大和物語）,1:伝言,2:連絡,3:訪問,4:確認,3
545,かからむ世には、【雲居】に跡をとどめても何かはし候ふべき。,（平家物語）,1:宮中,2:天上,3:自分の領地,4:高い身分,1
546,越路をさして帰る雁の、【雲居】におとづれ行くも、（上皇ハ）をりふしあはれにきこしめす。,（平家物語）,1:天上,2:頭の上,3:遠方,4:都,1
547,長き夜をひとり明かし、遠き【雲居】を思ひやり、浅茅が宿に昔を偲ぶこそ、色好むとは言はめ。,（徒然草）,1:昔,2:遠く離れた所,3:天上,4:都,2
548,限りなく喜び【かしこまり】申す。,（源氏物語）,1:お話,2:お祝い,3:お礼,4:お返事,3
549,え参らぬ由の【かしこまり】申し給へり。,（源氏物語）,1:お詫び,2:理由,3:事情,4:ご不満,1
550,頭の弁うれへ申されたりければ、その折にぞ、御【かしこまり】にて、しばし籠り居給へりし。,（今鏡）,1:忠義,2:修行,3:命令,4:謹慎,4
551,心憂きものは【世】なりけり。,（堤中納言物語）,1:男女の仲,2:日常,3:あの世,4:恋人,1
552,昔、男ありけり。歌は詠まざりけれど、【世の中】を思ひ知りたりけり。,（伊勢物語）,1:物の道理,2:身分,3:男女の仲,4:言葉,3
553,はかなき御なやみと見ゆれども、【かぎり】のたびにもおはしますらむ。,（源氏物語）,1:心痛,2:多忙,3:最期,4:最良,3
554,罪の【かぎり】果てぬれば、かく迎ふるを、翁は泣き嘆く。,（竹取物語）,1:いくつか,2:すべて,3:最期,4:根本,2
555,門の【かぎり】を高う造る人もありけるは。,（枕草子）,1:だけ,2:構え,3:全体,4:まで,1
556,さが尻をかき出でて、【ここら】の朝廷人に見せて、恥を見せむ。,（竹取物語）,1:すべて,2:近く,3:たくさん,4:ここ,3
557,それ（＝竜の首）が玉を取らむとて、【そこら】の人々の害せられむとしけり。,（竹取物語）,1:その一帯,2:すべて,3:いくらか,4:たくさん,4
558,【かたみに】思ひあふことかぎりなし。,（宇治拾遺物語）,1:深く,2:ときに,3:たがいに,4:いつも,3
559,【わざと】かねて外の（桜ノ花ビラ）をも散らして、庭に敷かれたりけるにや。,（今鏡）,1:どうして,2:ひたすら,3:わざわざ,4:やはり,3
560,【わざと】めでたき草子ども、硯の箱の蓋に入れておこせたり。,（更級日記）,1:内密に,2:奇妙に,3:特別に,4:故意に,3
561,【わざと】の僧膳はせさせ給はで、湯漬けばかり給ふ。,（大鏡）,1:平凡な,2:本格的な,3:派手な,4:大仰な,2
562,【うたて】、なにさらに、さ申しつらむ。,（枕草子）,1:正直なことに,2:意外なことに,3:いやなことに,4:残念なことに,3
563,死期はついでを待たず。死は前よりしも来らず。【かねて】後ろに迫れり。,（徒然草）,1:少しずつ,2:いつの間にか,3:前もって,4:ゆっくりと,3
564,五日【かねて】は、見むもなかなかなどなべければ、内にも入らず。,（更級日記）,1:の間,2:前から,3:後に,4:過ぎて,2
565,人の臥したるを、奥の方より【やをら】のぞいたるも、いとをかし。,（枕草子）,1:そっと,2:ぼんやり,3:じっと,4:ちょっと,1
566,二十八日、【よもすがら】雨やまず。今朝も。,（土佐日記）,1:夜になると,2:一日中,3:夜明けから,4:一晩中,4
567,御よろこびなど言ひおこする人も、かへりては弄ずる心地して、【ゆめ】うれしからず。,（蜻蛉日記）,1:もううれしくない,2:まったくうれしくない,3:少しうれしくない,4:なぜかうれしくない,2
568,関白をば次第のままにせさせ給へ。【ゆめゆめ】違へさせ給ふな。,（大鏡）,1:これ以上違反なさってはいけない,2:決して違反なさってはいけない,3:どうか違反しないでください,4:こっそり違反しないでください,2
